idx,class,conversation
27,일반 대화,"수영 배우고 싶은데 어디가 좋을까요?
구민회관 수영장 괜찮아요.
강습도 해요?
네, 초보자반 있어요.
가격은 어느 정도 하나요?
한 달에 6만원 정도예요.
합리적이네요!
시설도 깨끗해요.
등록해볼게요. 감사해요!"
28,일반 대화,"오늘 야근하세요?
아니요, 정시 퇴근이에요.
저도요. 같이 퇴근해요.
좋아요! 저녁은요?
아직 안 정했어요.
같이 먹을까요?
좋아요. 뭐 드실래요?
편한 거 아무거나요.
그럼 찌개 먹으러 가요."
29,일반 대화,"이사 준비는 잘 되세요?
네, 거의 다 짐 쌌어요.
언제 이사하세요?
이번 주 토요일이에요.
도와드릴까요?
괜찮아요. 업체 불렀어요.
새 집은 어때요?
넓고 깨끗해서 좋아요.
축하드려요!"
30,일반 대화,"편의점에서 뭐 사올까요?
음료수 하나만 부탁해요.
무슨 걸로 드릴까요?
이온음료요.
다른 건 필요 없으세요?
아니요, 그것만이요.
알겠어요. 금방 갈게요.
감사합니다!
천만에요."
31,일반 대화,"요가 수업 어때요?
정말 좋아요. 몸이 가벼워졌어요.
저도 시작해볼까 해요.
추천해요! 스트레스도 풀려요.
일주일에 몇 번 가세요?
세 번 정도 다녀요.
시간은 언제가 좋아요?
저녁 시간대가 편해요.
알겠어요. 고민해볼게요."
32,일반 대화,"설날에 고향 가세요?
네, 가족들 보러 가요.
기차표는 예매하셨어요?
네, 일찍 예매했어요.
잘하셨네요. 금방 매진되더라고요.
맞아요. 일찍 해야 해요.
즐거운 명절 보내세요.
감사합니다. 당신도요!
네, 잘 다녀오세요."
33,일반 대화,"식물 키우세요?
네, 다육이 몇 개 키워요.
관리하기 어렵지 않아요?
다육이는 쉬워요.
물은 자주 줘야 하나요?
일주일에 한 번 정도면 돼요.
저도 키워보고 싶어요.
초보자에게 좋아요.
분양받을 수 있을까요?"
34,일반 대화,"근처 약국이 어디 있나요?
저기 사거리에 있어요.
지금 열려 있을까요?
네, 밤 10시까지 해요.
감사합니다. 찾아갈게요.
약 사러 가세요?
네, 두통약 좀 사려고요.
몸 조리 잘하세요.
네, 감사합니다."
35,일반 대화,"프린터 용지 어디 있어요?
서랍 맨 위칸에 있어요.
감사합니다. 찾았어요.
많이 쓰실 거예요?
아니요, 몇 장만요.
필요하신 만큼 쓰세요.
도움 주셔서 감사해요.
천만에요.
오늘도 좋은 하루 되세요."
36,일반 대화,"주말에 영화 개봉하던데 보셨어요?
아직 못 봤어요. 평점 어때요?
평점 높더라고요.
그럼 이번 주에 봐야겠어요.
같이 볼래요?
좋아요! 언제 갈까요?
일요일 오후 어때요?
좋아요. 예매할게요.
네, 연락 주세요!"
37,일반 대화,"피아노 학원 다니세요?
네, 취미로 배워요.
얼마나 배우셨어요?
6개월 됐어요.
많이 늘었겠어요.
간단한 곡은 칠 수 있어요.
멋있어요!
재밌어서 계속 배우려고요.
응원합니다!"
38,일반 대화,"주차 자리 있나요?
지하에 자리 많아요.
지하 몇 층으로 가야 하나요?
2층이 여유로워요.
감사합니다. 내려갈게요.
엘리베이터는 저쪽이에요.
친절하게 알려주셔서 감사해요.
천만에요.
좋은 하루 되세요!"
39,일반 대화,"요리 수업 들으시나요?
네, 한식 수업 듣고 있어요.
뭐 배우셨어요?
불고기랑 잡채 만들었어요.
맛있겠어요!
나중에 초대할게요.
와, 기대되는데요!
맛있게 만들어 올게요.
감사해요!"
40,일반 대화,"에어컨 청소 하셨어요?
네, 지난주에 했어요.
업체 부르셨어요?
네, 전문가한테 맡겼어요.
비용은 얼마나 나왔어요?
5만원 정도 들었어요.
생각보다 저렴하네요.
깨끗해져서 만족해요.
저도 청소해야겠어요."
41,일반 대화,"불고기 드실래요?
네, 좋아요!
양파도 같이 구울까요?
네, 양파 좋아해요.
상추도 준비했어요.
완벽하네요!
음료는 뭐 드실래요?
콜라 주세요.
알겠어요. 준비할게요."
42,일반 대화,"도서관 몇 시까지 해요?
저녁 10시까지예요.
좌석 예약해야 하나요?
네, 앱으로 예약 가능해요.
감사합니다. 예약할게요.
열람실은 3층이에요.
알겠습니다.
공부 열심히 하세요!
네, 감사해요."
43,일반 대화,"청소기 좀 빌려주실 수 있나요?
네, 잠깐만 가져올게요.
감사합니다. 급하게 필요해서요.
천천히 쓰세요.
금방 쓰고 돌려드릴게요.
괜찮아요. 천천히 쓰세요.
정말 감사해요.
서로 도우며 살아야죠.
맞아요!"
44,일반 대화,"꽃집 추천해 주실 수 있나요?
역 앞에 꽃집 괜찮아요.
가격은 어떤가요?
합리적이에요. 신선하고요.
선물용으로 사려고 하는데요.
포장도 예쁘게 해줘요.
좋은 정보 감사해요!
도움이 됐으면 좋겠어요.
네, 도움 많이 됐어요."
45,일반 대화,"옷 사러 어디 가세요?
보통 백화점 가요.
요즘 세일 하나요?
네, 겨울 정리 세일 중이에요.
같이 가볼까요?
좋아요! 주말에 가요.
토요일 오후 어때요?
완벽해요. 약속 잡아요.
네, 그때 봬요!"
46,일반 대화,"샐러드 만드는 법 아세요?
네, 간단해요!
뭐가 필요해요?
채소랑 드레싱이면 돼요.
드레싱은 뭐가 좋아요?
발사믹이 맛있어요.
만들어볼게요.
레시피 보내드릴게요.
고마워요!"
47,일반 대화,"화분 물 줬어요?
아, 깜빡했네요. 지금 줄게요.
이틀에 한 번씩 주면 돼요.
알겠어요. 메모해 둘게요.
햇빛도 잘 받게 해주세요.
창가로 옮겨놓을게요.
그럼 잘 자랄 거예요.
관리 팁 감사해요!
천만에요."
48,일반 대화,"스케이트 타본 적 있어요?
어릴 때 타봤어요.
이번 겨울에 갈래요?
좋아요! 어디로 갈까요?
롯데월드 어때요?
좋아요. 실내라 따뜻하겠네요.
주말에 갈까요?
네, 토요일 가요.
기대돼요!"
49,일반 대화,"샴푸 떨어졌는데 사오실 수 있어요?
네, 마트 갈 건데요.
제꺼도 하나 부탁해요.
어떤 거 쓰세요?
아무거나 괜찮아요.
향 있는 걸로 살게요.
감사해요!
필요한 거 더 있어요?
아니요, 그것만이요."
50,일반 대화,"스터디 그룹 만들까 해요.
좋은 생각이에요!
같이 하실래요?
네, 참여하고 싶어요.
몇 명 정도 모을까요?
4-5명 정도 적당할 것 같아요.
시간은 언제가 좋을까요?
주말 오후가 편할 것 같아요.
그럼 준비해볼게요."
51,일반 대화,"새해 목표 세우셨어요?
네, 운동 열심히 하려고요.
좋은 목표네요!
작년엔 너무 안 움직였어요.
저는 독서를 많이 하려고요.
좋아요. 함께 노력해요!
서로 응원하면서 해요.
네, 화이팅!
올해는 꼭 이뤄봐요."
52,일반 대화,"형광등 나갔는데 교체해 주실 수 있나요?
네, 지금 갈게요.
전구는 있어요?
네, 창고에 있어요.
가져올게요. 기다려 주세요.
감사합니다!
금방 교체했어요.
밝아졌네요. 고마워요.
별말씀을요."
53,일반 대화,"새 앨범 들어보셨어요?
네, 어제 들었어요!
어땠어요?
기대 이상이었어요.
타이틀곡이 특히 좋더라고요.
맞아요. 중독성 있어요.
계속 듣게 되네요.
콘서트 가고 싶어요.
저도요! 예매해요."
54,일반 대화,"아기 사진 보여주세요!
네, 여기 있어요.
너무 귀여워요!
감사해요. 7개월 됐어요.
잘 먹나요?
네, 잘 먹고 잘 자요.
순한 아기네요.
덕분에 키우기 수월해요.
축복받으셨어요!"
55,일반 대화,"가습기 트시나요?
네, 겨울엔 필수예요.
피부가 많이 건조해지죠.
맞아요. 목도 편해요.
어떤 제품 쓰세요?
초음파 가습기 써요.
관리는 쉬운가요?
일주일에 한 번 청소하면 돼요.
저도 하나 사야겠어요."
56,일반 대화,"보드게임 카페 가봤어요?
네, 재밌더라고요!
어떤 게임 했어요?
할리갈리랑 루미큐브요.
저도 가보고 싶어요.
같이 가실래요?
좋아요! 언제 갈까요?
이번 주말 어때요?
네, 약속 잡아요!"
57,일반 대화,"붕어빵 사왔어요!
와, 감사해요!
슈크림이랑 팥 둘 다 샀어요.
저는 슈크림 좋아해요.
따뜻할 때 드세요.
같이 먹어요.
차도 끓일게요.
커피 마실래요?
네, 좋아요!"
58,일반 대화,"이번 달 전기세 많이 나왔나요?
생각보다 적게 나왔어요.
다행이네요!
난방을 적게 해서 그런가 봐요.
저희는 좀 많이 나왔어요.
겨울이라 어쩔 수 없죠.
맞아요. 추우니까요.
다음 달엔 절약해봐야겠어요.
저도 노력하고 있어요."
59,일반 대화,"피자 주문할 건데 같이 시킬까요?
좋아요! 무슨 맛으로 할까요?
콤비네이션 어때요?
저는 페퍼로니가 좋아요.
하프앤하프로 시킬까요?
완벽해요!
음료는 콜라요?
네, 콜라 2개 주세요.
주문할게요!"
60,일반 대화,"사진 인화하려는데 어디가 좋아요?
역 앞 사진관 괜찮아요.
가격은 어떤가요?
합리적이에요. 품질도 좋고요.
당일 수령 가능한가요?
네, 바로 뽑아줘요.
좋은 정보 감사해요!
구도 조언도 해줘요.
친절하네요!"
61,일반 대화,"미용실 추천 부탁드려요.
우리 동네에 좋은 곳 있어요.
예약 필수인가요?
네, 예약하는 게 좋아요.
원장님이 잘 자르시나요?
네, 스타일 제안도 잘해줘요.
가격은 어느 정도인가요?
컷은 2만원이에요.
합리적이네요. 가봐야겠어요."
62,일반 대화,"치킨 주문할 건데 함께 드실래요?
네, 좋아요!
간장 치킨 어때요?
저는 양념도 좋아해요.
반반으로 시킬까요?
완벽해요!
감자튀김도 추가해요.
콜라도 시켜요.
네, 주문할게요!"
63,일반 대화,"수건 빌려주실 수 있나요?
네, 잠깐만요.
급하게 필요해서요.
여기 깨끗한 거예요.
감사합니다!
다 쓰시면 세탁해서 주세요.
물론이죠.
천천히 쓰세요.
네, 고마워요!"
64,일반 대화,"텀블러 가져오셨어요?
아, 깜빡했네요.
제 거 같이 쓰실래요?
괜찮아요. 일회용컵 쓸게요.
환경 생각해서 같이 써요.
그럼 감사히 쓸게요.
다음엔 꼭 챙겨요.
네, 알겠어요.
커피 마시러 가요!"
65,일반 대화,"블루투스 이어폰 추천해 주세요.
에어팟 괜찮아요.
가격대가 어떻게 되나요?
20만원 정도 해요.
음질은 좋아요?
네, 만족스러워요.
배터리는 오래 가나요?
하루 종일 써도 괜찮아요.
고민해볼게요. 감사해요!"
66,일반 대화,"주말에 전시회 가려는데 같이 갈래요?
좋아요! 무슨 전시예요?
현대미술 전시예요.
어디서 해요?
서울시립미술관이요.
입장료 있나요?
무료래요.
그럼 토요일에 가요!
네, 시간 정하고 연락해요."
67,일반 대화,"새 노트북 샀어요?
네, 어제 받았어요!
어떤 모델이에요?
맥북 에어요.
사용감은 어때요?
가볍고 빨라서 좋아요.
부러워요!
오래 고민하다 샀어요.
잘 쓰세요!"
68,일반 대화,"라면 끓일 건데 드실래요?
네, 좋아요!
무슨 맛으로 할까요?
신라면 어때요?
저는 치즈 라면 좋아해요.
둘 다 끓일게요.
계란도 넣어주세요.
네, 알겠어요.
김치도 꺼내올게요!"
69,일반 대화,"공원 산책 갈래요?
좋아요. 날씨 좋네요.
강아지 데리고 가요?
네, 데리고 갈게요.
몇 시에 만날까요?
4시 어때요?
좋아요. 공원 입구에서 봐요.
네, 그때 봬요!
기대돼요."
70,일반 대화,"비타민 드세요?
네, 매일 챙겨 먹어요.
어떤 걸로 드세요?
종합비타민이요.
효과 있어요?
피로가 덜한 것 같아요.
저도 먹어야겠어요.
건강에 도움 돼요.
추천 감사해요!"
71,일반 대화,"이불 빨래 하셨어요?
네, 오늘 했어요.
날씨 좋아서 잘 마르겠네요.
맞아요. 빨리 말랐어요.
저도 해야 하는데 미루고 있어요.
날 좋을 때 하세요.
이번 주말에 해야겠어요.
큰 빨래는 날씨 봐야 해요.
맞아요. 조언 감사해요!"
72,일반 대화,"탁구 치실 줄 아세요?
조금 칠 줄 알아요.
같이 칠래요?
좋아요! 언제 갈까요?
주말에 체육관 가요.
라켓은 있어요?
네, 집에 있어요.
그럼 토요일 오후에 가요.
네, 기대돼요!"
73,일반 대화,"달력 하나 더 있으세요?
네, 여기 있어요.
감사합니다. 벽에 걸려고요.
이쁜 디자인이네요.
작년에 받은 거예요.
딱 좋네요. 고마워요!
필요하신 거 더 있어요?
아니요, 괜찮아요.
언제든 말씀하세요."
74,일반 대화,"근처 안경점 어디 있나요?
사거리 건너편에 있어요.
영업시간 아세요?
저녁 8시까지 해요.
감사합니다. 찾아갈게요.
안경 맞추실 거예요?
네, 도수 검사 받으려고요.
그 집 친절해요.
다행이네요. 감사해요!"
75,일반 대화,"요즘 뭐 하며 지내세요?
그림 그리기 배우고 있어요.
멋있네요! 어디서 배우세요?
동네 문화센터에서요.
재밌어요?
네, 힐링돼요.
작품 좀 보여주세요.
다음에 보여드릴게요.
기대할게요!"
76,일반 대화,"USB 하나 빌려주실 수 있나요?
네, 여기 있어요.
감사합니다. 금방 쓸게요.
천천히 쓰세요.
파일 옮기기만 하면 돼요.
다 쓰시면 주세요.
지금 다 했어요. 여기요.
빠르시네요!
감사했습니다."
77,일반 대화,"밥솥 빌려주실 수 있나요?
네, 언제 필요하세요?
내일 저녁에요.
가져가세요. 사용법 알려드릴게요.
감사합니다. 잘 쓸게요.
쌀 씻은 후 30분 불리면 돼요.
알겠습니다!
맛있는 밥 지으세요.
네, 감사해요!"
78,일반 대화,"아이스크림 사왔어요!
와, 감사해요! 무슨 맛이에요?
초코랑 딸기요.
둘 다 좋아하는 맛이에요!
같이 먹어요.
스푼 가져올게요.
냉동실에 넣어둘게요.
조금 녹으면 먹기 좋아요.
알겠어요!"
79,일반 대화,"헬스장 운동복 어디서 사셨어요?
스포츠 브랜드 매장에서 샀어요.
가격은 괜찮았어요?
세일해서 저렴하게 샀어요.
저도 사야 하는데 추천해 주세요.
동대문도 괜찮아요.
주말에 같이 갈래요?
좋아요!
그럼 토요일에 가요."
80,일반 대화,"창문 좀 닫아주실 수 있나요?
네, 추우신가요?
네, 조금 추워요.
닫았어요.
감사합니다!
히터 틀까요?
아니요, 괜찮아요.
말씀하세요.
네, 고마워요."
81,일반 대화,"집들이 언제 하세요?
다음 주 토요일이에요.
몇 시에 갈까요?
저녁 6시에 오세요.
뭐 준비해 갈까요?
마음만 가져오세요.
음료라도 사갈게요.
감사해요. 기다릴게요!
네, 그날 봬요."
82,일반 대화,"가방 이쁘네요. 어디서 샀어요?
온라인으로 샀어요.
가격은 어땠어요?
3만원 정도였어요.
합리적이네요!
링크 보내드릴까요?
네, 부탁드려요.
카톡으로 보낼게요.
감사합니다!"
83,일반 대화,"설거지 제가 할게요.
괜찮아요. 제가 할게요.
오늘은 제가 할게요.
그럼 감사합니다.
닦은 거 정리해 주실래요?
네, 그렇게 할게요.
수세미는 여기 있어요.
알겠어요.
금방 끝날 거예요."
84,일관 대화,"머리 자르셨어요?
네, 어제 잘랐어요.
잘 어울려요!
감사해요. 짧게 잘랐어요.
상쾌해 보여요.
관리하기도 편해요.
어디서 자르셨어요?
집 근처 미용실이요.
저도 가봐야겠어요!"
85,일반 대화,"쿠키 만들었는데 드실래요?
와, 감사해요!
직접 만드셨어요?
네, 오늘 구웠어요.
맛있겠어요!
초코칩 넣었어요.
제가 제일 좋아하는 거예요.
맛있게 드세요!
잘 먹을게요."
86,일반 대화,"배드민턴 라켓 있으세요?
네, 두 개 있어요.
빌려주실 수 있나요?
네, 언제 쓰실 거예요?
이번 주말이요.
가져가세요.
셔틀콕도 있나요?
네, 함께 드릴게요.
감사합니다!"
87,일반 대화,"마스크 여분 있으세요?
네, 여기 있어요.
감사합니다. 깜빡했네요.
천만에요.
새 제품이네요.
오늘 산 거예요.
정말 감사해요.
별말씀을요.
도움 주셔서 고마워요!"
88,일반 대화,"지하철역까지 얼마나 걸려요?
걸어서 10분 정도요.
가까워서 좋네요.
네, 교통이 편리해요.
버스도 자주 다니나요?
네, 5분마다 와요.
완벽한 위치네요!
맞아요. 만족해요.
부러워요!"
89,일반 대화,"밴드 음악 좋아하세요?
네, 락 음악 좋아해요.
페스티벌 가본 적 있어요?
네, 작년에 갔었어요.
어땠어요?
분위기 정말 좋았어요!
저도 가보고 싶어요.
올해 같이 가요!
좋아요!"
90,일반 대화,"차 마실래요?
좋아요. 무슨 차예요?
녹차랑 홍차 있어요.
녹차 마실게요.
설탕 넣으실래요?
아니요, 그냥 마실게요.
금방 끓일게요.
감사합니다.
천만에요!"
91,일반 대화,"이사짐 정리 다 하셨어요?
아직 반도 못했어요.
도와드릴까요?
정말요? 감사해요!
언제 갈까요?
주말 아무 때나 괜찮아요.
토요일 오후에 갈게요.
너무 고마워요.
별말씀을요!"
92,일반 대화,"지갑 보셨어요?
소파 위에 있던데요.
찾았어요! 감사합니다.
다행이네요.
깜빡하고 두고 나갈 뻔했어요.
중요한 건 항상 확인하세요.
맞아요. 조심할게요.
필요한 거 챙기셨어요?
네, 다 챙겼어요."
93,일반 대화,"공연 티켓 예매했어요?
네, 어제 했어요!
좌석은 어디예요?
중간쯤이에요.
좋은 자리네요!
운 좋게 구했어요.
기대되시죠?
네, 너무 기대돼요!
같이 가요."
94,일반 대화,"아침 식사 하셨어요?
아직이에요. 바빠서요.
건강 챙기세요!
네, 지금 먹으려고요.
뭐 드실 거예요?
샌드위치 먹을게요.
커피도 드세요?
네, 커피는 필수죠.
좋은 하루 되세요!"
95,일반 대화,"신발 사이즈 어떻게 되세요?
260이에요.
저랑 비슷하네요!
신발 공유할 수 있겠어요.
하이힐 신어보실래요?
네, 신어볼게요!
잘 맞으면 빌려드릴게요.
감사해요!
서로 나눠 신어요."
96,일반 대화,"샤워하고 나올게요.
네, 천천히 하세요.
수건 여기 있어요?
네, 선반 위에요.
감사합니다.
따뜻한 물 나와요.
알겠어요!
다 하시면 불러주세요.
네!"
97,일반 대화,"볼펜 하나 주실 수 있나요?
네, 여기요.
감사합니다.
잘 나와요.
필요하면 가져가세요.
하나만 빌릴게요.
다 쓰시면 돌려주세요.
네, 알겠습니다.
천천히 쓰세요!"
98,일반 대화,"날씨가 화창하네요!
네, 나들이 가기 좋아요.
어디 가실 거예요?
공원에 갈까 해요.
좋은 선택이에요!
같이 가실래요?
좋아요!
그럼 준비하고 나가요.
네, 금방 갈게요!"
99,일반 대화,"감기 조심하세요.
네, 걱정해 주셔서 감사해요.
요즘 독감 유행이래요.
마스크 잘 쓰고 다녀야겠어요.
손도 자주 씻으세요.
네, 조심할게요.
비타민도 챙겨 드세요.
좋은 조언 감사합니다!
건강하세요."
100,일반 대화,"좋은 아침이에요!
네, 좋은 아침입니다!
오늘 날씨 좋네요.
네, 기분이 상쾌해요.
커피 한잔 하실래요?
좋아요!
제가 탈게요.
감사합니다.
좋은 하루 되세요!"
101,일반 대화,"오늘 점심 뭐 드실 거예요?
아직 못 정했는데 추천해주세요.
오늘 중식 어때요? 짜장면이나 짬뽕.
좋네요. 요즘 중식 안 먹은 지 오래됐어요.
그럼 학교 뒤쪽 중국집 갈까요?
거기 맛있죠. 탕수육도 시킬까요?
좋아요. 같이 나눠 먹어요.
몇 시에 갈까요?
12시 반쯤 어때요?
완벽해요. 그때 봬요!"
102,일반 대화,"주말에 날씨 좋다던데 계획 있으세요?
아직 정하지 못했어요.
나들이 가는 거 어때요?
좋네요. 어디로 갈까요?
경복궁이나 창덕궁 어때요?
창덕궁이 더 좋을 것 같아요.
저도 그렇게 생각해요.
토요일 오전에 갈까요?
좋아요. 10시에 만나요.
입구에서 만나요!"
103,일반 대화,"새로 산 시계 멋지네요.
감사합니다. 생일 선물로 받았어요.
디자인 정말 예쁘네요.
네, 심플해서 마음에 들어요.
어느 브랜드예요?
국내 브랜드인데 품질 좋아요.
착용감은 어때요?
가볍고 편해요.
저도 하나 사고 싶네요.
백화점에서 파는데 한번 보세요!"
104,일반 대화,"요즘 아침 일찍 출근하시네요.
네, 교통 피하려고 일찍 나와요.
효과 있으세요?
네, 30분 정도 일찍 도착해요.
저도 그렇게 해볼까 봐요.
추천해요. 아침 시간 여유롭고 좋아요.
몇 시에 출발하세요?
7시 반쯤 나와요.
저도 내일부터 그렇게 해봐야겠어요.
같이 출근해요!"
