idx,class,conversation
3963,일반,"오늘 회의 너무 길지 않았어? 맞아, 진짜 지루해 죽는 줄. 끝나고 나니까 기운이 하나도 없네. 그니까. 우리 맛있는 거 먹고 기운 내자. 뭐 먹을까? 매운 떡볶이 어때? 스트레스 풀리게. 완전 콜!"
3964,일반,"아, 맞다. 너 생일 다음 주 아니야? 헐, 어떻게 알았어? ㅋㅋ 달력에 표시해 놨지. 뭐 갖고 싶은 거 있어? 에이, 괜찮은데... 말만이라도 고마워. 말해봐, 내가 사줄게. 진짜? 음... 그럼 작은 화분?"
3965,일반,"웹툰 뭐 봐? 나 요즘 '가우스전자' 다시 정주행 중. ㅋㅋ 아, 그거 진짜 웃기지. 레전드야. 너는? 나는 '유미의 세포들' 봐. 헐, 나도 그거 인생 웹툰인데! 말이 통하네. 우리. 그치? ㅋㅋ"
3966,일반,"비 올 것 같아. 날씨가 엄청 흐리네. 우산 챙겼어? 아니, 안 챙겼는데... 어떡하지. 나 큰 거 있으니까 같이 쓰고 가자. 오, 고마워! 넌 진짜 최고야. ㅋㅋ 뭘 이 정도 가지고."
3967,일반,"어제 잠 잘 잤어? 아니, 좀 설친 것 같아. 왜? 무슨 일 있었어? 그냥 생각이 좀 많아서. 커피라도 진하게 타 마셔야겠다. 너무 많이 마시지는 마. 속 쓰려. 알았어, 걱정해 줘서 고마워."
3968,일반,"너 주말에 소개팅한다며! 잘 돼가? ㅋㅋ 어떻게 알았어? 그냥... 그저 그랬어. 아, 진짜? 왜, 마음에 안 들었어? 응, 내 스타일은 아니더라고. 에이, 더 좋은 사람 나타날 거야. 힘내! 고마워."
3969,일반,오늘따라 유난히 피곤하네. 월요일이라 그런가 봐. 월요병 제대로 왔다. 그니까. 퇴근 시간만 기다리는 중. ㅋㅋ 우리 오늘 칼퇴할 수 있을까? 제발... 그랬으면 좋겠다.
3970,일반,"새로 나온 핸드폰 봤어? 엄청 예쁘던데. 응, 봤어. 카메라 성능이 대박이라며? 맞아. 바꾸고 싶다 갑자기. ㅋㅋ 나도. 지금 쓰는 거 약정 얼마나 남았지? 난 아직 1년 남았어... 슬프다."
3971,일반,너 MBTI 뭐야? 나? 나 INFP. 너는? 나는 ENFP! 우리 F 똑같다. 어쩐지 말이 잘 통하더라. ㅋㅋ 그치? 우리 감성적인 사람들. 인정. ㅋㅋ
3972,일반,"여행 가면 사진 많이 찍는 편이야? 응, 완전. 남는 건 사진뿐이잖아. 나는 구경하느라 정신없어서 사진을 잘 못 찍어. ㅋㅋ 내가 옆에서 많이 찍어줄게. 헐, 진짜? 같이 여행 가자!"
3973,일반,"요즘 책 읽는 거 있어? 응, 히가시노 게이고 소설 읽고 있어. 역시 추리소설이지. ㅋㅋ 너도 좋아해? 그럼! 완전 팬이지. 다 읽으면 나도 빌려줘. 알았어."
3974,일반,"오늘 점심 뭐였어? 구내식당에서 제육볶음 나왔어. 와, 맛있었겠다. 우리는 돈까스였는데. 오, 돈까스도 좋지! 서로 부러워하네. ㅋㅋ 그러게."
3975,일반,집에 가면 제일 먼저 뭐 해? 가방 던져놓고 일단 침대에 누워. ㅋㅋ 완전 나랑 똑같다. 국룰이지 그건. 맞아. 5분만 누워있어야지 하다가 30분 순삭. 인정. ㅋㅋ
3976,일반,단발로 자를까 말까 너무 고민돼. 갑자기 왜? 그냥 기분 전환 좀 하고 싶어서. 음... 너 단발도 잘 어울릴 것 같아. 진짜? 용기가 좀 생긴다. ㅋㅋ 질러봐!
3977,일반,"오늘따라 길이 엄청 막히네. 그러게. 평소보다 10분은 더 걸린 듯. 무슨 일 있나? 글쎄. 사고 났나? 아무튼 지각 안 해서 다행이다. 맞아, 아슬아슬했어."
3978,일반,"너 향수 뭐 써? 향기 좋다. 아, 이거? 선물 받은 건데. 이름이 뭐더라. 은은하고 좋은데? 나도 이런 향 좋아해. 다 쓰면 나도 이걸로 사봐야겠다. 추천할게. 잔향이 더 좋아."
3979,일반,"베이킹 배워보고 싶지 않아? 재밌을 것 같아. 완전! 쿠키나 스콘 같은 거 직접 만들어보고 싶어. 그치? 주말에 원데이 클래스라도 들어볼까? 오, 좋아! 지금 한번 찾아보자. 그래!"
3980,일반,오늘 우리 팀 부장님 기분 좋아 보이시던데. ㅋㅋ 맞아. 아침부터 싱글벙글. 무슨 좋은 일 있으신가? 글쎄. 덕분에 오늘 하루는 편하겠다. 그게 제일 중요하지. 조용히 넘어가자.
3981,일반,"요즘 살이 너무 쪄서 걱정이야. 나도... 옷이 점점 작아지는 기분. 우리 저녁에 같이 헬스장 갈래? 음... 오늘은 좀 피곤한데. ㅋㅋ 그럼 내일부터? 그래, 내일부터는 진짜 시작이다!"
3982,일반,"강아지랑 고양이 중에 뭐가 더 좋아? 와, 너무 어려운 질문인데. ㅋㅋ 굳이 고르자면? 음... 나는 애교 많은 강아지! 너는? 나는 시크한 고양이. 매력 있어."
3983,일반,"떡볶이는 밀떡이야, 쌀떡이야? 당연히 밀떡이지! 쫀득쫀득한. 에이, 쌀떡이 더 쫄깃하고 맛있는데. 아니야, 양념은 밀떡에 더 잘 배어. ㅋㅋ 이걸로 토론할 기세네. 그만하자."
3984,일반,"이번 주에 개봉하는 영화, 평점 엄청 높더라. 아, 그 판타지 영화? 나도 예고편 봤는데 재밌어 보였어. 보러 갈래? 주말에? 좋아! 내가 예매할게. 헐, 고마워! 팝콘은 내가 살게."
3985,일반,"노트북 새로 사야 하는데 뭐가 좋은지 모르겠어. 주로 뭐 할 때 쓸 건데? 그냥 문서 작업이랑 영상 보는 정도? 그럼 가벼운 걸로 사는 게 최고지. 그램 시리즈 어때? 아, 그게 가볍고 좋구나. 한번 알아봐야겠다."
3986,일반,"오늘따라 왜 이렇게 졸리지. 어제 늦게 잤어? 아니, 일찍 잤는데도 그래. 봄이라 그런가? 춘곤증? 그런가 봐. 점심 먹고 나면 더 졸릴 텐데 큰일이다. 우리 이따가 커피 한 잔 진하게 하자. ㅋㅋ 좋아."
3987,일반,"김치찌개랑 된장찌개 중에 뭐가 더 좋아? 으아, 엄마가 좋아 아빠가 좋아 급 질문이다. ㅋㅋ 그래도 골라봐. 음... 난 김치찌개! 돼지고기 넣고 푹 끓인 거. 크으, 알지. 난 두부 많이 넣은 된장찌개."
3988,일반,"너 자취하니까 좋아? 응, 좋은데 가끔 외로워. ㅋㅋ 그럴 것 같아. 그래도 편하잖아. 그건 그렇지. 눈치 안 보고. 부럽다. 나도 빨리 독립하고 싶다."
3989,일반,"젤리 좋아해? 완전 좋아하지! 특히 신맛 나는 거. 아, 나도! 레몬 맛이나 사과 맛. 맞아! 생각만 해도 침 고인다. ㅋㅋ 이따 편의점 가서 하나 사 먹을까? 콜!"
3990,일반,"이번에 새로 나온 아이돌 그룹 알아? 노래 좋던데. 아, 그 남자 그룹? 나도 들어봤어. 중독성 있더라. 그치? 나 벌써 안무 외웠잖아. ㅋㅋ 대단하다. 나중에 나도 알려줘. 좋아!"
3991,일반,"오늘 미세먼지 최악이래. 마스크 꼭 써. 헐, 진짜? 어쩐지 목이 칼칼하더라. 응, 창문도 열지 마. 알았어, 고마워. 너도 조심해!"
3992,일반,"퇴근하고 바로 운동 가는 거 안 힘들어? 처음엔 힘들었는데 이젠 완전 적응됐어. 와, 존경스럽다. 오히려 운동하고 나면 더 개운해. 진짜? 나도 그 경지를 느껴보고 싶다. 너도 할 수 있어!"
3993,일반,"요즘 유튜브 뭐 봐? 나 요리 채널 보는 재미에 빠졌어. 아, 진짜? 어떤 거? 백종원 아저씨 채널. 레시피가 간단해서 따라 하기 좋더라고. 오, 나도 구독해야겠다. 좋은 정보 고마워. ㅋㅋ 별말씀을."
3994,일반,"치약 뭐 써? 추천 좀. 나? 그냥 마트에서 세일하는 거 쓰는데. ㅋㅋ 나도 그랬는데, 이번엔 좀 좋은 거 써볼까 해서. 아, 그럼 그 시린이에 좋다는 치약 써봐. 후기 좋던데. 오, 그거? 알았어. 그걸로 사봐야지."
3995,일반,"너네 집 강아지 잘 있어? 그럼, 잘 있지. 완전 애교쟁이야. 보고 싶다. 사진 좀 보내줘. ㅋㅋ 알았어. 이따가 제일 귀여운 사진으로 보내줄게. 좋아! 기다릴게."
3996,일반,"오늘 점심은 샌드위치로 간단하게 때웠어. 왜? 바빴어? 응, 갑자기 일이 몰려서. 에고, 고생했네. 저녁은 든든하게 챙겨 먹어. 응, 저녁엔 밥 먹어야지. 너도 맛있는 거 먹어."
3997,일반,반팔 입기엔 춥고 긴팔 입기엔 덥고... 맞아. 요즘 날씨 진짜 애매해. 얇은 가디건 하나 챙겨 다니는 게 답인 듯. 그게 정답이다. 감기 걸리기 딱 좋은 날씨야. 우리 몸조심하자. 그래!
3998,일반,"주말에 방 대청소했는데 완전 뿌듯해. 와, 부지런하다. 나는 엄두도 못 내고 있는데. ㅋㅋ 한번 시작하면 재밌어. 먼지 쌓인 거 보면 희열이 느껴져. 변태 같아. ㅋㅋ 그런가? 아무튼 깨끗해지니 기분은 좋아."
3999,일반,"오늘따라 부모님 보고 싶네. 갑자기 왜? 그냥. 오늘따라 엄마가 해준 밥이 먹고 싶어서. 아, 그 마음 알지. 이번 주말에 본가에 다녀올까 봐. 잘 생각했네. 가서 맛있는 거 많이 먹고 와."
4000,일반,"너 운전면허 땄어? 응, 작년에. 근데 아직 장롱면허야. ㅋㅋ 나도! 도로 나가는 게 너무 무서워. 그니까. 주차는 더 무섭고. 우리 언제쯤 베스트 드라이버가 될 수 있을까? 글쎄... 일단 연수부터 받아야 할 듯."
4001,일반,"아침에 버스 놓쳐서 택시 탔잖아. 헐, 돈 아까워. 그니까. 5분만 일찍 나올걸. 아침잠 5분이 진짜 꿀인데... 포기할 수 없지. 맞아. ㅋㅋ 내일은 꼭 버스 타야지."
4002,일반,"너 퍼스널 컬러 진단받아봤어? 아니, 궁금하긴 한데. 너는? 나 받아봤어! 나 여름 쿨톤이래. 와, 진짜? 그래서 요즘 그렇게 하늘색 옷을 입는구나? ㅋㅋ 어떻게 알았어? 잘 어울려서. 너도 한번 받아봐. 재밌어."
4003,일반,"볼링 치러 갈래? 나 완전 못 치는데. 괜찮아, 나도 못 쳐. ㅋㅋ 그냥 공 굴리러 가는 거지. 좋아! 내기할까? 음료수 내기? 콜! 내가 이길걸."
4004,일반,"넷플릭스에 뭐 볼 거 없나... 요즘 볼 게 없어. 맞아. 다 본 것 같아. 혹시 '종이의 집' 봤어? 스페인 드라마인데. 아, 그거 유명하지! 아직 안 봤어. 재밌어? 완전. 꼭 봐. 시간 순삭이야. 알았어, 오늘부터 정주행 시작."
4005,일반,"스트레스받을 때 뭐 해? 나는 매운 음식 먹어. 땀 뻘뻘 흘리면서. ㅋㅋ 화끈하네. 나는 그냥 노래방 가서 소리 질러. 아, 그것도 좋은 방법이다. 같이 갈래? 오늘? 콜!"
4006,일반,"이모티콘 새로 샀는데 너무 귀여워. ㅋㅋ 보여줘 봐. 이거. 헐, 완전 귀엽다. 너랑 잘 어울리네. 그치? 보자마자 바로 질렀어. 잘 샀네. 나도 살까..."
4007,일반,"오늘 구두 신었더니 발 너무 아프다. ㅠㅠ 그러니까 왜 신었어. 오늘 좀 꾸미고 싶었어... 예뻐 보이는 건 힘든 거구나. 맞아. 집에 가서 바로 벗어 던져. 응, 그럴 거야."
4008,일반,"새해 목표 세운 거 잘 지키고 있어? ㅋㅋ 그 질문은 금지야. 너는? 나도... 작심삼일이었어. 우리 왜 이럴까? 내년부턴 진짜 잘해보자. 그래, 내년의 우리에게 맡기자."
4009,일반,라면에 계란은 완숙이야 반숙이야? 닥 반숙이지! 노른자 톡 터뜨려서 면이랑 같이. 크... 뭘 좀 아네. 완숙은 퍽퍽해서 별로야. 맞아. 역시 우린 입맛이 잘 맞아. ㅋㅋ 인정.
4010,일반,"어릴 때 꿈이 뭐였어? 나? 나는 과학자. ㅋㅋ 멋있다. 너는? 나는 화가. 그림 그리는 걸 좋아했거든. 오, 지금도 잘 그려? 아니, 이젠 졸라맨도 겨우 그려. ㅋㅋ 아쉽네."
4011,일반,"요즘 잠을 계속 설쳐서 너무 피곤해. 왜? 커피를 너무 많이 마시나? 그럴 수도. 아니면 자기 전에 핸드폰 봐서 그런가. 맞아, 블루라이트가 잠을 방해한대. 오늘부턴 핸드폰 멀리하고 자봐야겠다. 응, 꼭!"
4012,일반,"너 게임 좋아해? 응, 롤 해. 너도 해? 그럼! 티어가 어디야? 부끄럽지만... 브론즈. ㅋㅋ 괜찮아, 나도 실버야. 우리 같이 할래? 듀오? 완전 좋지!"
4013,일반,오늘 하늘 진짜 예쁘다. 노을 지는 거 봐. 그러게. 핑크빛이네. 사진 찍어야겠다. 나도. 이런 풍경 보면 기분이 좋아져. 맞아. 잠깐 멈춰서 감상 좀 하자. 그래.
4014,일반,"이번 달 월급 받으면 뭐 할 거야? 나 옷 살 거야. 봄옷이 하나도 없어. ㅋㅋ 나도. 쇼핑하러 같이 갈래? 좋아! 주말에? 응, 토요일 어때? 알았어. 그때 보자."
4015,일반,"민트초코 좋아해? 완전 사랑하지. 치약 맛을 왜 좋아해? 아니거든! 상쾌하고 달콤한 맛이거든! ㅋㅋ 알았어, 알았어. 취향 존중할게. 흥. 너는 민초의 맛을 몰라."
4016,일반,오늘 저녁 뭐 먹지? 맨날 하는 고민이다. 그니까. 세상에서 제일 어려워. 배달시켜 먹을까? 좋아. 뭐 시킬까? 다시 원점이네. ㅋㅋ 그러게.
4017,일반,갑자기 비 오네. 우산 없는데. 나도 없어. 어떡하지. 편의점 가서 하나 살까? 아니면 그냥 맞고 뛸까? 금방 그칠 것 같기도 한데... 조금만 기다려보자. 그래.
4018,일반,"너 아침밥 챙겨 먹는 편이야? 아니, 잠을 더 자는 편. ㅋㅋ 나도. 아침밥 챙겨 먹는 사람들 진짜 부지런한 것 같아. 맞아. 10분 더 자는 게 행복이야. 인정. ㅋㅋ"
4019,일반,"오늘따라 일이 손에 안 잡히네. 집중이 안 돼. 나도 그래. 그냥 퇴근하고 싶다. 그니까. 시간은 왜 이렇게 안 가지? 우리 잠깐 나가서 바람이라도 쐬고 올까? 오, 좋아. 옥상 가자."
4020,일반,"어제 친구랑 싸웠어. 헐, 왜? 그냥 사소한 오해 때문에... 속상하겠다. 먼저 연락해봐. 자존심 상해서 못 하겠어. 그래도 친구잖아. 이따가 내가 슬쩍 전화해볼게. 고마워..."
4021,일반,"요즘 재테크 뭐 하는 거 있어? 나 주식 조금 하고 있어. 아, 진짜? 어때? 수익률 괜찮아? 그냥... 은행 이자보다는 나은 정도? ㅋㅋ 나도 시작해볼까. 소액으로 한번 해봐. 재밌어."
4022,일반,"어렸을 때 제일 좋아했던 만화가 뭐야? 나는 '세일러문'! 변신할 때 완전 멋있었어. ㅋㅋ 나는 '드래곤볼'. 에네르기파 쏘는 거 맨날 따라 했잖아. 아, 인정! ㅋㅋ 추억이다."
4023,일반,"우리 동네에 마카롱 맛집 생겼어. 대박! 어디? 역 앞에 새로 생긴 카페. 거기 마카롱이 뚱카롱인데 진짜 맛있대. 헐, 당장 가봐야겠다. 이따 퇴근하고 같이 갈래? 완전 좋지!"
4024,일반,"감기 기운이 있는 것 같아. 목이 칼칼해. 어, 안돼. 따뜻한 물 많이 마셔. 응, 그래야겠어. 약은 먹었고? 아직. 이따가 약국 들러서 사 가려고. 심해지기 전에 꼭 챙겨 먹어. 알았어, 걱정해 줘서 고마워."
4025,일반,"자전거 타는 거 좋아해? 응, 좋아해. 날씨 좋을 때 타면 기분 최고지. 맞아. 한강 따라서 쭉 달리면 스트레스 풀려. 이번 주말에 같이 탈까? 좋아! 어디서 만날까? 여의나루역 어때? 콜!"
4026,일반,"이 노래 뭔지 알아? 요즘 맨날 들리던데. 아, 이거? 신곡인데 제목은 모르겠다. 멜로디가 너무 좋은데. 한번 찾아볼까? 앱으로? 응, 지금 바로 해보자. 오, 찾았다! '별빛 산책'이래."
4027,일반,"나는 여름이 좋아, 너는? 나는 가을. 너무 덥지도 춥지도 않고. 아, 가을도 좋지. 하늘도 높고. 여름은 너무 덥고 습해서 힘들어. 그래도 여름엔 물놀이할 수 있잖아! 그건 좋네. ㅋㅋ"
4028,일반,"오랜만에 네일아트 받았더니 기분 전환된다. 와, 예쁘다! 색깔 잘 골랐네. 그치? 봄이니까 상큼하게 옐로우로. 너한테 잘 어울려. 고마워. 너도 한번 받아봐. 기분 좋아져."
4029,일반,"핸드폰 배경화면 뭐야? 귀엽다. 우리 집 강아지 사진. ㅋㅋ 아, 진짜? 너무 사랑스럽다. 맨날 배경화면 보면서 힘을 얻어. 그럴 만하네. 나도 우리 고양이 사진으로 바꿔야겠다."
4030,일반,너 글씨체 진짜 예쁘다. 부러워. 진짜? 어릴 때부터 칭찬 많이 들었어. ㅋㅋ 비법이라도 있어? 그냥 천천히 또박또박 쓰려고 노력하는 거? 나는 개발새발인데... 연습하면 나아지려나. 그럼!
4031,일반,"요즘 길거리에 꽃 많이 폈더라. 예쁘지? 응, 벚꽃이랑 개나리랑. 진짜 봄이 온 것 같아. 맞아. 괜히 설레는 기분. ㅋㅋ 그니까. 주말에 꽃구경이라도 가야겠어."
4032,일반,"피자 먹을 때 파인애플 토핑, 호야 불호야? 완전 극호! 하와이안 피자 최고. 헐... 난 진짜 싫어. 왜? 뜨거운 과일은 이상해. 아니야, 단짠단짠의 정석이라고! ㅋㅋ 우린 이래서 안 맞아. 그러게."
4033,일반,"오늘 점심 먹고 산책했는데 좋더라. 오, 부지런하네. 날씨도 좋았지? 응, 햇살도 따뜻하고. 맨날 앉아만 있으니까 소화도 안되는 것 같아서. 나도 내일부터는 산책해야겠다. 같이 하자. 좋아!"
4034,일반,어제 드라마 마지막 회 봤어? 완전 대박이었는데. 당연히 봤지! 마지막에 반전 있을 줄은 상상도 못 했어. 그니까. 나 소리 질렀잖아. ㅋㅋ 나도. 시즌 2 무조건 나올 것 같지 않아? 제발... 나왔으면 좋겠다.
4035,일반,"헬스장 등록했는데 맨날 가기 싫어서 큰일이야. ㅋㅋ 의지의 문제지. 돈 아깝다고 생각해 봐. 그 생각으로 겨우 가. ㅋㅋ 가서 막상 운동하면 뿌듯하지 않아? 그 맛에 가는 거지. 힘내자, 우리!"
4036,일반,너 알람 몇 개 맞춰놓고 자? 나 5분 간격으로 3개. ㅋㅋ 나는 10개. 그래도 못 일어날 때가 있어. 대박. 어떻게 그렇게 못 들어? 내가 생각해도 신기해. ㅋㅋ
4037,일반,"바다 보러 가고 싶다. 갑자기? 응, 그냥. 파도 소리 들으면서 멍 때리고 싶어. 아... 상상만 해도 힐링 된다. 그치? 조만간 한번 다녀와야겠어. 나도 데려가. ㅋㅋ"
4038,일반,"새로 산 셔츠인데 어때? 괜찮아? 오, 깔끔하고 예쁘다. 색깔이 잘 받네. 다행이다. 인터넷으로 사서 걱정했거든. 성공했네. 잘 샀다. ㅋㅋ 고마워."
4039,일반,"집에 가기 싫다... 회사에 더 있기는 싫은데 집 가기도 싫어. ㅋㅋ 그 마음 뭔지 알아. 집에 가도 할 일이 태산이라. 맞아. 청소, 빨래... 으... 생각만 해도 피곤하다. 우리 그냥 카페나 갈까? 콜!"
4040,일반,"너는 아메리카노만 마셔? 응, 거의. 단 커피는 별로 안 좋아해서. 와, 진짜 어른이다. 나는 아직 라떼나 바닐라 라떼가 좋은데. ㅋㅋ 마시다 보면 아메리카노가 제일 깔끔하고 맛있어. 나도 언젠간 그 맛을 알게 될까?"
4041,일반,요즘 유튜브 알고리즘이 나를 동물 농장으로 이끌어. ㅋㅋ 나도! 맨날 강아지랑 고양이 영상만 추천해 줘. 맞아. 한번 보기 시작하면 멈출 수가 없어. 귀여운 게 최고야. 지구를 구한다. 인정. ㅋㅋ
4042,일반,"오늘 저녁은 내가 요리사! 뭐 해줄 건데? 떡볶이 어때? 내가 또 떡볶이는 기가 막히게 만들지. 오, 기대된다. 맵게 해줘! 알았어. 스트레스 확 풀리게 만들어줄게. 좋아!"
4043,일반,"엘리베이터에서 아는 사람 만났는데 인사하기 애매해서 못 했어. ㅋㅋ 아, 완전 공감. 내릴 때까지 어색해 죽는 줄. 맞아. 핸드폰만 만지작거리고. ㅋㅋ 우리 다음부턴 용기 내서 인사하자. 그래!"
4044,일반,"너는 쇼핑할 때 계획적으로 하는 편이야, 충동적으로 하는 편이야? 완전 충동적. 예쁘면 일단 사고 봐. ㅋㅋ 나도... 그래서 텅장인가 봐. 맞아. 월급은 통장을 스쳐 갈 뿐. 슬프지만 사실이야."
4045,일반,"이번 주말에 친구 결혼식 가. 와, 벌써 결혼하는 친구가 있구나. 그러게. 내가 다 기분이 이상하더라. 부럽기도 하고? 조금? ㅋㅋ 가서 축하 많이 해주고 와. 응, 당연하지."
4046,일반,이어폰 한쪽만 들리는 거 너무 짜증 나. 맞아! 한쪽 고장 나면 그냥 버려야 하잖아. 그니까. 나 벌써 몇 개째인지 몰라. 무선 이어폰으로 바꾸는 건 어때? 그럴까... 가격이 좀 부담돼서. 그래도 삶의 질이 달라진대.
4047,일반,퇴근하고 집에 오면 너무 배고파서 폭식하게 돼. 나도! 그래서 저녁을 9시에 먹어. ㅋㅋ 그러면 살쪄... 아는데 멈출 수가 없어. 우리 그냥 건강한 돼지가 되자. ㅋㅋ 좋은 생각이야.
4048,일반,"만약에 로또 1등 당첨되면 뭐 할 거야? 나는 일단 퇴사. ㅋㅋ 국룰이지. 그리고 세계 여행 다닐 거야. 부럽다. 나는 강남에 작은 건물 하나 사고 싶다. 크으, 건물주! 멋있다."
4049,일반,"오늘 정말 고생 많았어. 너도. 진짜 힘든 하루였다. 그니까. 우리 서로 토닥여주자. ㅋㅋ 그래, 수고했어. 너도 수고했어. 내일도 힘내자! 파이팅!"
4050,일반,"새로 나온 과자 먹어봤어? 그 옥수수 맛 나는 거. 아니, 아직. 맛있어? 응, 완전 중독성 있어. 단짠단짠의 끝판왕이야. 헐, 오늘 집 가는 길에 사 먹어야겠다. ㅋㅋ 꼭 먹어봐. 후회 안 해."
4051,일반,너 잠버릇 있어? 나? 나 코 곤대. ㅋㅋ 진짜? 몰랐네. 나도 내가 자는 걸 못 보니까... 너는 없어? 나는 잠꼬대 좀 한대. 무슨 말 하는데? 그건 아무도 못 알아듣는대. 외계어래.
4052,일반,"어제 축구 경기 봤어? 완전 역전승! 당연히 봤지! 마지막에 골 들어갈 때 소리 질렀잖아. ㅋㅋ 나도. 심장 쫄깃해서 죽는 줄. 진짜 우리나라 선수들 너무 자랑스러워. 맞아, 최고야."
4053,일반,"뮤지컬 보는 거 좋아해? 응, 엄청 좋아해. 배우들 노래 들으면 소름 돋아. 나도! 이번에 유명한 거 하던데 보러 갈래? 오, 좋아! 뭐 하는데? '지킬 앤 하이드'! 지금 티켓팅해야겠다. 빨리!"
4054,일반,"요즘따라 옛날 노래가 좋더라. 나도! 90년대 발라드 듣고 있어. 크으, 감성... 나는 2000년대 댄스곡! 신나고 좋잖아. ㅋㅋ 그것도 좋지. 우리 오늘 노래방 가서 옛날 노래 부를까? 완전 콜!"
4055,일반,"비 오는 날은 전에 막걸리지. 인정. 김치전이랑. 생각만 해도 군침 도네. 오늘 저녁 메뉴는 정해졌다. ㅋㅋ 그럴까? 근처에 전 맛집 있잖아. 거기 가자. 좋아, 퇴근하고 바로 출발!"
4056,일반,"너는 더위 많이 타? 아니면 추위 많이 타? 나는 추위를 더 많이 타. 겨울엔 진짜 힘들어. 아, 나는 더위. 여름엔 그냥 녹아내리는 기분이야. ㅋㅋ 서로 반대네. 그래서 봄가을이 좋은가 봐."
4057,일반,"만화카페 가본 적 있어? 응, 몇 번 가봤어. 완전 천국이야. 그치? 하루 종일 있으라고 해도 있을 수 있을 것 같아. 맞아. 라면 시켜 먹으면서 만화책 보면... 크... 말 다 했지. 이번 주말에 갈까? 좋아!"
4058,일반,"오늘 아침에 지각할 뻔했어. 왜? 늦잠 잤어? 아니, 버스를 반대 방향으로 탔어... 헐. ㅋㅋ 정신이 없었네. 그러게. 중간에 내려서 다시 타느라 진땀 뺐다. 고생했네. 오늘은 일찍 퇴근하길 바라."
4059,일반,"너는 폰케이스 자주 바꾸는 편이야? 응, 기분 전환 겸? 한 달에 한 번은 바꾸는 것 같아. 와, 진짜 자주 바꾼다. 나는 한번 사면 1년은 쓰는 것 같은데. ㅋㅋ 케이스 예쁜 거 보면 그냥 지나칠 수가 없어. 나도 그 마음 알아."
